bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_lot15,zipcode_group_zg_0,zipcode_group_zg_1,zipcode_group_zg_2,zipcode_group_zg_3,zipcode_group_zg_4,zipcode_group_zg_5,zipcode_group_zg_6,zipcode_group_zg_7,zipcode_group_zg_8,waterfront,north_loc,rural_east,basement,renovated,price
-0.4088193712213931,1.4791626736181083,-0.7665909211236315,-0.3295090115856035,2.7937900244527194,-0.30513569507120986,-0.6289300839749093,0.2901731601752457,-0.42722526425762497,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,379000.0
-1.508801775270239,-1.455326198237188,-1.3800761957203294,-0.10827675117460193,-0.9145340599006909,-0.30513569507120986,0.9097993842472765,-0.557165792608067,-0.054406898644378206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,173000.0
-0.4088193712213931,1.8052169927131412,2.3665660169952187,0.1588535215959737,0.9396279822760143,-0.30513569507120986,-0.6289300839749093,1.984851065741871,0.14256509528720207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1393000.0
0.6911630328274527,-1.455326198237188,-1.0295131816650736,-0.20909874485149066,0.012546961187661718,-0.30513569507120986,-0.6289300839749093,-1.4045047453913797,-0.4239173376419801,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,390000.0
-0.4088193712213931,0.5009997163330095,-0.5255788489606431,-0.2829868630746962,0.9396279822760143,-0.30513569507120986,-0.6289300839749093,-0.557165792608067,-0.33640764262810247,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,440500.0
-0.4088193712213931,-0.4771632409520892,-0.20788111747306734,1.8785886708846187,-0.9145340599006909,-0.30513569507120986,0.9097993842472765,-0.557165792608067,5.99240777460407,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,267300.0
1.7911454368762985,0.8270540354280425,0.8547630188819273,-0.2151000539989245,1.866709003364367,-0.30513569507120986,0.9097993842472765,0.2901731601752457,-0.24987528956884716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,750000.0
-0.4088193712213931,0.5009997163330095,-1.0185580874758466,-0.3378388286822417,2.7937900244527194,-0.30513569507120986,-0.6289300839749093,-0.557165792608067,-0.44102082184787117,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,288000.0
0.6911630328274527,0.5009997163330095,0.3398735919882701,-0.2374009187907887,0.9396279822760143,-0.30513569507120986,-0.6289300839749093,1.1375121129585584,-0.2847964694090071,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,845000.0
-0.4088193712213931,-0.8032175600471221,-0.963782616529713,-0.33776681297247246,0.9396279822760143,-0.30513569507120986,-0.6289300839749093,0.2901731601752457,-0.39572478125864324,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,464950.0
0.6911630328274527,1.1531083545230754,1.7969011191554276,-0.23910529058865992,1.866709003364367,-0.30513569507120986,2.448528852469462,1.1375121129585584,-0.28746536474662965,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,0,1443920.0
-0.4088193712213931,0.17494539723797664,-0.5803543199067768,-0.3234836972015799,2.7937900244527194,-0.30513569507120986,-0.6289300839749093,0.2901731601752457,-0.41978242937242405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,380000.0
-0.4088193712213931,-0.4771632409520892,-0.03259961044543937,-0.1066203898499102,-0.9145340599006909,-0.30513569507120986,-0.6289300839749093,-0.557165792608067,-0.11436306855294127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,265000.0
